TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
ir.ramtung.impl2.Library,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,1,45,607,50168,1718388724155,1.0,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1.0,11111111111111111111111111111111111111111111111111111111111111111111111,1.0,111111111111111,0,0,7,3,0.9010989010989011,11101111011111011111101111011110111101111111011110111111111111111111111111111111111111101111011111111111101111111101111111111111111011111111111101111101111011111111111111111111111011,0.5555555555555556,110110001,1.0,111111111111,1.0,111111111111,1.0,11111111111111111111111111111111111111111111111111111111111111111111111
